task_id,agent,difficulty,category,pass_at_1,pass_at_5,passing_samples,total_samples,latency_median_ms,latency_mean_ms,latency_p95_ms,latency_std_ms,stability_score,exact_match_rate,unique_outputs,tags
HARD-031,claude_code,hard,codegen-core,1.0,1.0,3,3,5717.39,5814.69,6018.08,168.33,1.0,1.0,1,dynamic-programming
HARD-031,codex_cli,hard,codegen-core,0,0,0,0,1546.08,1602.08,1699.36,80.83,0,0,0,dynamic-programming
HARD-031,gemini_cli,hard,codegen-core,1.0,1.0,3,3,12226.4,12296.12,12713.87,360.25,0.4206,0.6667,2,dynamic-programming
HARD-032,claude_code,hard,codegen-core,1.0,1.0,3,3,7145.46,7097.53,7146.78,68.83,1.0,1.0,1,"dynamic-programming,palindrome"
HARD-032,codex_cli,hard,codegen-core,0,0,0,0,1508.01,1545.68,1697.78,128.82,0,0,0,"dynamic-programming,palindrome"
HARD-032,gemini_cli,hard,codegen-core,1.0,1.0,3,3,24492.99,21392.63,25440.58,5147.05,0.0,0.3333,3,"dynamic-programming,palindrome"
HARD-033,claude_code,hard,codegen-core,1.0,1.0,3,3,5527.78,5770.21,6259.53,405.01,1.0,1.0,1,dynamic-programming
HARD-033,codex_cli,hard,codegen-core,0,0,0,0,1644.65,1678.57,1921.96,211.4,0,0,0,dynamic-programming
HARD-033,gemini_cli,hard,codegen-core,1.0,1.0,3,3,11353.16,11927.24,15010.36,2646.1,0.0,0.3333,3,dynamic-programming
HARD-034,claude_code,hard,codegen-core,1.0,1.0,3,3,5219.96,5343.58,5688.93,287.66,1.0,1.0,1,dynamic-programming
HARD-034,codex_cli,hard,codegen-core,0,0,0,0,1394.29,1694.62,2214.35,431.95,0,0,0,dynamic-programming
HARD-034,gemini_cli,hard,codegen-core,1.0,1.0,3,3,12579.26,17247.73,25839.26,7123.13,0.0,0.3333,3,dynamic-programming
HARD-035,claude_code,hard,codegen-core,1.0,1.0,3,3,5275.63,5339.86,5498.95,131.99,1.0,1.0,1,"dynamic-programming,combinatorics"
HARD-035,codex_cli,hard,codegen-core,0,0,0,0,1454.76,1508.69,1614.16,87.33,0,0,0,"dynamic-programming,combinatorics"
HARD-035,gemini_cli,hard,codegen-core,1.0,1.0,3,3,13856.43,15457.4,19197.03,3098.51,0.0,0.3333,3,"dynamic-programming,combinatorics"
HARD-036,claude_code,hard,codegen-core,1.0,1.0,3,3,5471.25,5455.68,5493.86,41.08,1.0,1.0,1,"dynamic-programming,string"
HARD-036,codex_cli,hard,codegen-core,0,0,0,0,1504.36,1529.97,1698.79,146.15,0,0,0,"dynamic-programming,string"
HARD-036,gemini_cli,hard,codegen-core,1.0,1.0,3,3,11619.95,12210.77,14939.26,2325.56,0.0,0.3333,3,"dynamic-programming,string"
HARD-037,claude_code,hard,codegen-core,1.0,1.0,3,3,5605.23,5638.39,5811.14,148.07,1.0,1.0,1,"sliding-window,prefix-sum"
HARD-037,codex_cli,hard,codegen-core,0,0,0,0,1491.05,1593.71,1783.77,157.55,0,0,0,"sliding-window,prefix-sum"
HARD-037,gemini_cli,hard,codegen-core,1.0,1.0,3,3,11221.89,11193.32,11366.92,167.79,0.0,0.3333,3,"sliding-window,prefix-sum"
HARD-038,claude_code,hard,codegen-core,1.0,1.0,3,3,5783.15,5840.79,5955.9,95.29,1.0,1.0,1,"greedy,dynamic-programming"
HARD-038,codex_cli,hard,codegen-core,0,0,0,0,1685.99,1625.71,1745.67,134.88,0,0,0,"greedy,dynamic-programming"
HARD-038,gemini_cli,hard,codegen-core,1.0,1.0,3,3,20627.1,24323.8,36713.8,10400.49,0.0,0.3333,3,"greedy,dynamic-programming"
MED-001,claude_code,medium,codegen-core,1.0,1.0,3,3,4835.96,5067.56,5554.69,403.15,1.0,1.0,1,"sorting,heap"
MED-001,codex_cli,medium,codegen-core,1.0,1.0,3,3,4091.74,4871.37,6220.68,1121.43,0.0,0.3333,3,"sorting,heap"
MED-001,gemini_cli,medium,codegen-core,1.0,1.0,3,3,13859.39,13157.47,14335.54,1383.73,0.0,0.3333,3,"sorting,heap"
MED-002,claude_code,medium,codegen-core,1.0,1.0,3,3,5246.42,5272.24,5419.06,126.33,1.0,1.0,1,string
MED-002,codex_cli,medium,codegen-core,1.0,1.0,3,3,3038.34,3058.71,3152.53,79.95,1.0,1.0,1,string
MED-002,gemini_cli,medium,codegen-core,1.0,1.0,3,3,10821.62,10845.92,11608.85,684.65,0.4206,0.6667,2,string
MED-003,claude_code,medium,codegen-core,1.0,1.0,3,3,6320.71,6280.18,6497.44,211.92,1.0,1.0,1,"intervals,sorting"
MED-003,codex_cli,medium,codegen-core,1.0,1.0,3,3,4039.09,4572.85,5929.9,1126.75,0.4206,0.6667,2,"intervals,sorting"
MED-003,gemini_cli,medium,codegen-core,1.0,1.0,3,3,12843.07,12986.81,14778.39,1582.98,0.0,0.3333,3,"intervals,sorting"
MED-004,claude_code,medium,codegen-core,1.0,1.0,3,3,5451.07,5447.18,5579.99,121.76,0.4206,0.6667,2,"hash-table,two-pointer"
MED-004,codex_cli,medium,codegen-core,1.0,1.0,3,3,4404.72,4663.64,5871.62,1030.09,0.0,0.3333,3,"hash-table,two-pointer"
MED-004,gemini_cli,medium,codegen-core,0.6666666666666666,1.0,2,3,19875.19,20736.48,30462.65,8571.94,0.0,0.3333,3,"hash-table,two-pointer"
MED-005,claude_code,medium,codegen-core,1.0,1.0,3,3,6835.07,6946.71,7262.93,263.53,1.0,1.0,1,"string,encoding"
MED-005,codex_cli,medium,codegen-core,1.0,1.0,3,3,4101.94,4289.81,4652.73,300.55,0.4206,0.6667,2,"string,encoding"
MED-005,gemini_cli,medium,codegen-core,1.0,1.0,3,3,12700.18,13382.71,16422.36,2586.33,0.0,0.3333,3,"string,encoding"
MED-006,claude_code,medium,codegen-core,1.0,1.0,3,3,5320.27,5500.99,6064.27,471.29,0.4206,0.6667,2,"string,hash-table"
MED-006,codex_cli,medium,codegen-core,1.0,1.0,3,3,3048.97,3094.64,3180.29,70.97,0.4206,0.6667,2,"string,hash-table"
MED-006,gemini_cli,medium,codegen-core,1.0,1.0,3,3,10635.55,10601.47,10658.81,67.31,0.4206,0.6667,2,"string,hash-table"
MED-007,claude_code,medium,codegen-core,1.0,1.0,3,3,4851.84,4878.47,4993.37,97.62,1.0,1.0,1,"string,sorting"
MED-007,codex_cli,medium,codegen-core,1.0,1.0,3,3,2714.05,3108.36,4048.49,779.29,0.0,0.3333,3,"string,sorting"
MED-007,gemini_cli,medium,codegen-core,1.0,1.0,3,3,11266.11,11287.19,11548.3,230.67,0.0,0.3333,3,"string,sorting"
MED-008,claude_code,medium,codegen-core,1.0,1.0,3,3,4983.38,4993.11,5081.41,77.32,1.0,1.0,1,"math,bit-manipulation"
MED-008,codex_cli,medium,codegen-core,1.0,1.0,3,3,4253.71,4220.3,4525.73,288.67,1.0,1.0,1,"math,bit-manipulation"
MED-008,gemini_cli,medium,codegen-core,1.0,1.0,3,3,11711.65,11958.4,12966.95,854.62,0.4206,0.6667,2,"math,bit-manipulation"
MED-009,claude_code,medium,codegen-core,1.0,1.0,3,3,5593.84,5540.94,5832.24,283.56,0.4206,0.6667,2,binary-search
MED-009,codex_cli,medium,codegen-core,1.0,1.0,3,3,4044.11,3918.05,4471.3,549.23,1.0,1.0,1,binary-search
MED-009,gemini_cli,medium,codegen-core,0.6666666666666666,1.0,2,3,11085.3,12726.26,15908.46,2635.12,0.0,0.3333,3,binary-search
MED-010,claude_code,medium,codegen-core,1.0,1.0,3,3,5789.59,5755.25,5933.32,174.15,0.4206,0.6667,2,"backtracking,recursion"
MED-010,codex_cli,medium,codegen-core,1.0,1.0,3,3,3376.71,3347.56,3415.62,73.93,0.4206,0.6667,2,"backtracking,recursion"
MED-010,gemini_cli,medium,codegen-core,1.0,1.0,3,3,33941.2,31650.81,34093.31,3359.32,0.0,0.3333,3,"backtracking,recursion"
MED-011,claude_code,medium,codegen-core,1.0,1.0,3,3,6485.64,6544.77,6715.32,142.23,1.0,1.0,1,"matrix,hash-table"
MED-011,codex_cli,medium,codegen-core,1.0,1.0,3,3,4539.81,4499.75,4620.06,125.12,0.0,0.3333,3,"matrix,hash-table"
MED-011,gemini_cli,medium,codegen-core,1.0,1.0,3,3,13452.06,13837.57,14913.05,895.77,0.0,0.3333,3,"matrix,hash-table"
MED-012,claude_code,medium,codegen-core,1.0,1.0,3,3,7276.09,7307.65,7401.78,78.61,1.0,1.0,1,"string,math"
MED-012,codex_cli,medium,codegen-core,1.0,1.0,3,3,3495.96,3771.27,4399.81,520.57,0.0,0.3333,3,"string,math"
MED-012,gemini_cli,medium,codegen-core,1.0,1.0,3,3,10463.95,11538.8,13721.6,1806.63,0.0,0.3333,3,"string,math"
MED-013,claude_code,medium,codegen-core,1.0,1.0,3,3,5259.81,5303.1,5474.45,144.97,1.0,1.0,1,"list,rotation"
MED-013,codex_cli,medium,codegen-core,1.0,1.0,3,3,4265.81,5251.76,7281.98,1680.25,0.4206,0.6667,2,"list,rotation"
MED-013,gemini_cli,medium,codegen-core,1.0,1.0,3,3,11735.07,14256.11,19575.45,4402.37,0.0,0.3333,3,"list,rotation"
MED-014,claude_code,medium,codegen-core,1.0,1.0,3,3,5566.18,5492.74,5794.06,301.2,1.0,1.0,1,binary-search
MED-014,codex_cli,medium,codegen-core,1.0,1.0,3,3,3083.73,3770.98,5150.14,1141.58,0.0,0.3333,3,binary-search
MED-014,gemini_cli,medium,codegen-core,1.0,1.0,3,3,17990.69,18124.9,20988.72,2557.26,0.0,0.3333,3,binary-search
MED-015,claude_code,medium,codegen-core,1.0,1.0,3,3,6799.74,6850.58,7125.34,235.88,1.0,1.0,1,"pattern,list"
MED-015,codex_cli,medium,codegen-core,1.0,1.0,3,3,10044.44,9147.17,10578.42,1705.76,0.0,0.3333,3,"pattern,list"
MED-015,gemini_cli,medium,codegen-core,1.0,1.0,3,3,25418.47,23293.77,30791.42,7626.1,0.0,0.3333,3,"pattern,list"
MED-016,claude_code,medium,codegen-core,1.0,1.0,3,3,6508.76,6612.89,7371.32,659.12,1.0,1.0,1,"boyer-moore,counting"
MED-016,codex_cli,medium,codegen-core,1.0,1.0,3,3,3143.07,3482.82,4162.48,562.59,0.4206,0.6667,2,"boyer-moore,counting"
MED-016,gemini_cli,medium,codegen-core,1.0,1.0,3,3,10862.53,11111.45,11608.34,411.31,0.0,0.3333,3,"boyer-moore,counting"
MED-017,claude_code,medium,codegen-core,1.0,1.0,3,3,6522.72,6360.45,6838.43,498.54,0.0,0.3333,3,"string,parsing"
MED-017,codex_cli,medium,codegen-core,1.0,1.0,3,3,4723.82,5016.36,5717.57,581.31,0.0,0.3333,3,"string,parsing"
MED-017,gemini_cli,medium,codegen-core,1.0,1.0,3,3,34036.17,32105.22,40944.6,8739.69,0.0,0.3333,3,"string,parsing"
MED-018,claude_code,medium,codegen-core,1.0,1.0,3,3,5646.08,5694.26,5875.45,152.92,0.4206,0.6667,2,"dynamic-programming,math"
MED-018,codex_cli,medium,codegen-core,1.0,1.0,3,3,3071.82,3120.44,3239.12,98.43,1.0,1.0,1,"dynamic-programming,math"
MED-018,gemini_cli,medium,codegen-core,1.0,1.0,3,3,11515.58,11117.42,12393.82,1314.89,0.0,0.3333,3,"dynamic-programming,math"
MED-019,claude_code,medium,codegen-core,1.0,1.0,3,3,4825.46,4842.25,4919.39,65.73,1.0,1.0,1,bit-manipulation
MED-019,codex_cli,medium,codegen-core,0,0,0,0,1489.48,1597.92,1810.57,176.06,0,0,0,bit-manipulation
MED-019,gemini_cli,medium,codegen-core,1.0,1.0,3,3,11183.23,11038.85,11360.13,352.43,0.0,0.3333,3,bit-manipulation
MED-020,claude_code,medium,codegen-core,1.0,1.0,3,3,4818.63,4857.72,5181.81,282.96,1.0,1.0,1,bit-manipulation
MED-020,codex_cli,medium,codegen-core,0,0,0,0,1440.87,1463.37,1505.76,35.13,0,0,0,bit-manipulation
MED-020,gemini_cli,medium,codegen-core,1.0,1.0,3,3,10244.81,10382.21,10636.11,210.48,0.4206,0.6667,2,bit-manipulation
MED-021,claude_code,medium,codegen-core,1.0,1.0,3,3,5792.1,5849.02,5952.23,85.61,1.0,1.0,1,string
MED-021,codex_cli,medium,codegen-core,0,0,0,0,1544.12,1569.44,1634.9,54.38,0,0,0,string
MED-021,gemini_cli,medium,codegen-core,1.0,1.0,3,3,11574.61,11344.4,12032.31,715.93,0.0,0.3333,3,string
MED-022,claude_code,medium,codegen-core,1.0,1.0,3,3,6086.82,6095.97,6148.64,45.34,0.0,0.3333,3,"string,math"
MED-022,codex_cli,medium,codegen-core,0,0,0,0,1488.85,1490.92,1542.1,45.8,0,0,0,"string,math"
MED-022,gemini_cli,medium,codegen-core,1.0,1.0,3,3,27691.93,27932.46,30357.91,2130.83,0.0,0.3333,3,"string,math"
MED-023,claude_code,medium,codegen-core,1.0,1.0,3,3,5926.29,5903.54,5993.37,90.17,1.0,1.0,1,"array,prefix-sum"
MED-023,codex_cli,medium,codegen-core,0,0,0,0,1442.66,1945.49,2803.48,713.61,0,0,0,"array,prefix-sum"
MED-023,gemini_cli,medium,codegen-core,1.0,1.0,3,3,14151.8,15202.04,17245.61,1692.16,0.0,0.3333,3,"array,prefix-sum"
MED-024,claude_code,medium,codegen-core,1.0,1.0,3,3,5224.56,5340.95,5563.29,184.17,1.0,1.0,1,binary-search
MED-024,codex_cli,medium,codegen-core,0,0,0,0,1541.33,2040.12,2924.87,734.5,0,0,0,binary-search
MED-024,gemini_cli,medium,codegen-core,1.0,1.0,3,3,12175.9,13064.76,16111.57,2560.24,0.0,0.3333,3,binary-search
MED-025,claude_code,medium,codegen-core,1.0,1.0,3,3,7034.4,6727.49,7048.2,444.92,1.0,1.0,1,"recursion,dictionary"
MED-025,codex_cli,medium,codegen-core,0,0,0,0,1455.0,1463.02,1480.33,14.33,0,0,0,"recursion,dictionary"
MED-025,gemini_cli,medium,codegen-core,1.0,1.0,3,3,10624.1,10663.59,11210.92,484.81,0.0,0.3333,3,"recursion,dictionary"
MED-026,claude_code,medium,codegen-core,1.0,1.0,3,3,5392.35,5702.81,6262.26,464.16,1.0,1.0,1,string
MED-026,codex_cli,medium,codegen-core,0,0,0,0,1542.36,1554.39,1588.89,28.77,0,0,0,string
MED-026,gemini_cli,medium,codegen-core,1.0,1.0,3,3,11244.07,11804.08,13377.0,1310.42,0.4206,0.6667,2,string
MED-027,claude_code,medium,codegen-core,1.0,1.0,3,3,5357.07,5425.52,5745.5,272.88,1.0,1.0,1,"backtracking,bit-manipulation"
MED-027,codex_cli,medium,codegen-core,0,0,0,0,1543.13,1510.89,1545.06,47.13,0,0,0,"backtracking,bit-manipulation"
MED-027,gemini_cli,medium,codegen-core,0.33333333333333326,1.0,1,3,12512.18,12971.24,14532.54,1311.49,0.0,0.3333,3,"backtracking,bit-manipulation"
MED-028,claude_code,medium,codegen-core,1.0,1.0,3,3,4950.29,4976.9,5064.68,73.63,1.0,1.0,1,math
MED-028,codex_cli,medium,codegen-core,0,0,0,0,1541.54,1662.67,1982.56,265.91,0,0,0,math
MED-028,gemini_cli,medium,codegen-core,1.0,1.0,3,3,10158.05,10189.58,10402.64,184.63,1.0,1.0,1,math
MED-029,claude_code,medium,codegen-core,1.0,1.0,3,3,5465.92,5640.6,6297.48,554.41,1.0,1.0,1,"stack,monotonic-stack"
MED-029,codex_cli,medium,codegen-core,0,0,0,0,1544.17,1530.86,1545.43,19.82,0,0,0,"stack,monotonic-stack"
MED-029,gemini_cli,medium,codegen-core,1.0,1.0,3,3,13077.94,12536.23,13615.12,1212.88,0.4206,0.6667,2,"stack,monotonic-stack"
